_id,COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
223,Shasta,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
224,Sierra,2015–2016,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
225,Siskiyou,2015–2016,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
226,Solano,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
227,Sonoma,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
228,Stanislaus,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
229,Sutter,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
230,Tehama,2015–2016,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
231,Trinity,2015–2016,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
232,Tulare,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
233,Tuolumne,2015–2016,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
234,Ventura,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
235,Yolo,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
236,Yuba,2015–2016,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
237,California,2015–2016,Age groups,5–17 years,12.3,(9.8–14.8),,
238,Alameda,2015–2016,Age groups,5–17 years,19.4,(2.9–35.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
239,Alpine,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
240,Amador,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
241,Butte,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
242,Calaveras,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
243,Colusa,2015–2016,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
244,Contra Costa,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
245,Del Norte,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
246,El Dorado,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
247,Fresno,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
248,Glenn,2015–2016,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
249,Humboldt,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
250,Imperial,2015–2016,Age groups,5–17 years,20.5,(6.4–34.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
251,Inyo,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
252,Kern,2015–2016,Age groups,5–17 years,23.7,(4.5–42.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
253,Kings,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
254,Lake,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
255,Lassen,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
256,Los Angeles,2015–2016,Age groups,5–17 years,13.2,(7.3–19.1),,
257,Madera,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
258,Marin,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
259,Mariposa,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
260,Mendocino,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
261,Merced,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
262,Modoc,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
263,Mono,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
264,Monterey,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
265,Napa,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
266,Nevada,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
267,Orange,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
268,Placer,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
269,Plumas,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
270,Riverside,2015–2016,Age groups,5–17 years,18.4,(3.6–33.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
271,Sacramento,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
272,San Benito,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
273,San Bernardino,2015–2016,Age groups,5–17 years,14.6,(1.8–27.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
274,San Diego,2015–2016,Age groups,5–17 years,8.7,(2.9–14.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
275,San Francisco,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
276,San Joaquin,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
277,San Luis Obispo,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
278,San Mateo,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
279,Santa Barbara,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
280,Santa Clara,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
281,Santa Cruz,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
282,Shasta,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
283,Sierra,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
284,Siskiyou,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
285,Solano,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
286,Sonoma,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
287,Stanislaus,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
288,Sutter,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
289,Tehama,2015–2016,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
290,Trinity,2015–2016,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
291,Tulare,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
292,Tuolumne,2015–2016,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
293,Ventura,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
294,Yolo,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
295,Yuba,2015–2016,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
296,California,2015–2016,Age groups,18–64 years,8.1,(7.3–8.9),,
297,Alameda,2015–2016,Age groups,18–64 years,7.1,(3.7–10.5),,
298,Alpine,2015–2016,Age groups,18–64 years,9,(2.7–15.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
299,Amador,2015–2016,Age groups,18–64 years,9,(2.7–15.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
300,Butte,2015–2016,Age groups,18–64 years,10.4,(2.6–18.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
301,Calaveras,2015–2016,Age groups,18–64 years,9,(2.7–15.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
302,Colusa,2015–2016,Age groups,18–64 years,7.3,(1.5–13.1),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
303,Contra Costa,2015–2016,Age groups,18–64 years,9.3,(4.5–14.1),,
304,Del Norte,2015–2016,Age groups,18–64 years,10.4,(0.2–20.7),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
305,El Dorado,2015–2016,Age groups,18–64 years,14,(0.6–27.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
306,Fresno,2015–2016,Age groups,18–64 years,11,(4.9–17.1),,
307,Glenn,2015–2016,Age groups,18–64 years,7.3,(1.5–13.1),"Colusa, Glenn, and Tehama counties combined combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
308,Humboldt,2015–2016,Age groups,18–64 years,13.1,(0.6–25.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
309,Imperial,2015–2016,Age groups,18–64 years,8.7,(4.4–13.0),,
310,Inyo,2015–2016,Age groups,18–64 years,9,(2.7–15.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
311,Kern,2015–2016,Age groups,18–64 years,11.9,(5.5–18.4),,
312,Kings,2015–2016,Age groups,18–64 years,16.5,(5.9–27.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
313,Lake,2015–2016,Age groups,18–64 years,22.9,(10.4–35.3),,
314,Lassen,2015–2016,Age groups,18–64 years,10.4,(0.2–20.7),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
315,Los Angeles,2015–2016,Age groups,18–64 years,6.9,(5.6–8.1),,
316,Madera,2015–2016,Age groups,18–64 years,9.4,(2.7–16.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
317,Marin,2015–2016,Age groups,18–64 years,6.7,(3.7–9.7),,
318,Mariposa,2015–2016,Age groups,18–64 years,9,(2.7–15.4),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
319,Mendocino,2015–2016,Age groups,18–64 years,9.7,(3.4–16.0),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
320,Merced,2015–2016,Age groups,18–64 years,11.3,(2.4–20.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
321,Modoc,2015–2016,Age groups,18–64 years,10.4,(0.2–20.7),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
